name	type
Charles Malik	PER
Lebanon	LOC
P. C. Chang	PER
Taiwan	LOC
Hansa Mehta	PER
Jacques Maritain	PER
Pua Kele Kealoha	PER
November 14 , 1902	TIME
August 29 , 1989	TIME
Olympic	MISC
Warren Kealoha	PER
1920 Summer Olympics	MISC
17-year - old	NUM
4×200-meter	NUM
Perry McGillivray	PER
Norman Ross	PER
Duke Kahanamoku	PER
100-meter	NUM
Molokai	LOC
Oahu	LOC
Seattle Biomedical Research Institute	ORG
250	NUM
South Lake Union	LOC
Seattle	LOC
WA	LOC
HIV / AIDS	MISC
malaria	MISC
Emerging & Neglected Diseases	MISC
leishmaniasis	MISC
Chagas disease	MISC
toxoplasmosis	MISC
Bolita	MISC
the latter 19th	TIME
20th centuries	TIME
Hispanic	ORG
La Charada	MISC
Stephen Burpee Appleby	PER
December 10 , 1903	TIME
Florenceville	LOC
New Brunswick	LOC
Harriet Elizabeth Estey	PER
1869	TIME
Woodstock	LOC
Liberal Party	ORG
1873	TIME
Carleton	LOC
Charles Connell	PER
1874	TIME
1878	TIME
George Heber Connell	PER
Legislative Assembly of New Brunswick	ORG
Return to Castle Wolfenstein	MISC
Activision	ORG
November 19, 2001	TIME
Microsoft Windows	MISC
PlayStation 2	MISC
Xbox	MISC
Linux	MISC
Macintosh	MISC
Wolfenstein	MISC
Gray Matter Interactive	ORG
Nerve Software	ORG
i d Software	MISC
Wolfenstein 3D	MISC
Splash Damage	MISC
Game of the Year	MISC
August 18, 2009	TIME
Jones	PER
June 30 , 1880	TIME
March 30 , 1972	TIME
Milwaukee Brewers	ORG
St. Louis Browns	ORG
Detroit Tigers	ORG
Pittsburgh Rebels	ORG
Ty Cobb	PER
Sam Crawford	PER
Frank Chance	PER
Three Finger Brown	PER
Hugh Duffy	PER
Jesse Burkett	PER
1919	TIME
Black Sox	ORG
The Glory of Their Times	MISC
Lawrence Ritter	PER
.270	NUM
1,000	NUM
Empty Estate	MISC
Wild Nothing	ORG
May 14, 2013	TIME
Captured Tracks	ORG
Bella Union	ORG
Jack Tatum	PER
nine months	TIME
Nocturne	MISC
Ajudhia Nath Khosla	PER
11 December 1892	TIME
Central Waterways Irrigation and Navigation Commission of India	ORG
New Delhi	LOC
University of Roorkee	ORG
1959	TIME
Padma Bhushan	MISC
Padma Vibhushan	MISC
Rajya Sabha	ORG
Upper house of Indian Parliament	ORG
Planning Commission of India	ORG
Odisha	LOC
September 1962	TIME
August 1966	TIME
September 1966	TIME
January 1968	TIME
Indian National Science Academy	ORG
62	NUM
Reisa National Park	LOC
Nordreisa Municipality	LOC
Troms	LOC
28 November 1986	TIME
Sámi	MISC
Njállaávzi	LOC
Arctic	LOC
Norwegian	LOC
Reisa	LOC
Imo	LOC
Reisadalen	LOC
Mollisfossen	LOC
Kautokeino	LOC
Finnmark county	LOC
Käsivarsi Wilderness Area	LOC
Catholic Church	ORG
Gambia	LOC
Sierra Leone	LOC
Anglophone	ORG
West African	LOC
Freetown	LOC
Holy See	MISC
Banjul	LOC
Eastern Catholic	ORG
national Episcopal Conference	MISC
Apostolic Nunciature	ORG
Liberia	LOC
Monrovia	LOC
Hemnes	LOC
Nordland county	LOC
Helgeland	LOC
Korgen	LOC
Bjerka	LOC
Bleikvasslia	LOC
Hemnesberget	LOC
Sund	LOC
Ranfjorden	LOC
Nordland Line	LOC
E6 highway	LOC
Mo i Rana	LOC
Korgfjell Tunnel	LOC
Vefsn	LOC
422	NUM
4,524	NUM
0.3%	NUM
East River	LOC
New River	LOC
West Virginia	LOC
Kanawha	LOC
Ridge - and - Valley Appalachians	LOC
East River Mountain	LOC
Mercer County	LOC
Bluefield	LOC
Ada	LOC
Ingleside	LOC
Hardy	LOC
Oakvale	LOC
Kellysville	LOC
Willowton	LOC
Glen Lyn	LOC
Giles County	LOC
West Virginia Route 112	LOC
U.S. Route 460	LOC
Girls Trip	MISC
Regina Hall	PER
Queen Latifah	PER
Tiffany Haddish	PER
Jada Pinkett Smith	PER
Malcolm D. Lee	PER
Kenya Barris	PER
Tracy Oliver	PER
Erica Rivinoja	PER
New Orleans	LOC
Essence Music Festival	MISC
American Black Film Festival	MISC
Miami	LOC
June 14, 2017	TIME
Universal Pictures	ORG
July 21, 2017	TIME
Time	MISC
$140 million	NUM
$ 100 million	NUM
Traveling Wilburys Collection	MISC
Traveling Wilburys	ORG
11 June 2007	TIME
Rhino	ORG
Wilburys	MISC
Two	NUM
Jeff Lynne	PER
Harrison	PER
Dhani	PER
Britain	LOC
Seventh Plan	MISC
Ministry of Finance	ORG
MoF	ORG
Benazir Bhutto	PER
Economic Coordination Committee	ORG
Planning Commission	ORG
Zulfikar Ali Bhutto	PER
6.6%—	NUM
Nawaz Sharif	PER
Miss Little Havana	MISC
Cuban	LOC
Gloria Estefan	PER
Unwrapped	MISC
twenty - sixth	NUM
September 27, 2011	TIME
Crescent Moon Records	ORG
Verve Forecast	ORG
Universal Music Group	ORG
Pharrell Williams	PER
Estefan	PER
Emilio Estefan	PER
Target	ORG
13,697	NUM
21,522	NUM
Wepa	MISC
Billboard Hot Dance Club Songs	MISC
Capcom	ORG
Yukimura	PER
Sōichirō Hoshi	PER
Andrew Francis	PER
Devil Kings	MISC
Bosch	PER
Sengoku Basara	MISC
Date Masamune	PER
John Olav Egeland	PER
2 November 1951	TIME
Oslo	LOC
Erik Egeland	PER
John Oscar Egeland	PER
Orientering	ORG
Universitas	MISC
University of Oslo	ORG
Dagbladet	ORG
Narvesen Prize	MISC
Bærum	LOC
Budstikka	MISC
Frogner	LOC
Strathcona - Westmin Provincial Park	LOC
33   km²	NUM
Vancouver Island	LOC
Buttle Lake	LOC
Strathcona Provincial Park	LOC
Myra Falls Operations	ORG
NVI Mining Ltd.	ORG
Breakwater Resources Limited	ORG
creature features	MISC
The Lost World	MISC
1925	TIME
The Birds	MISC
Alfred Hitchcock	PER
Jaws	MISC
Steven Spielberg	PER
Grizzly	MISC
Piranha	MISC
Alligator	MISC
The Shallows	MISC
Johnny Mathis Sings the Music of Bacharach & Kaempfert	MISC
Johnny Mathis	PER
Columbia Records	ORG
Burt Bacharach	PER
Bert Kaempfert	PER
Strangers in the Night	MISC
Johnny Mathis Sings	MISC
12 months	TIME
Lady	MISC
Jack Jones	PER
The Lady Smiles	MISC
Matt Monro	PER
Billboard magazine	MISC
January 23 , 1971	TIME
seven weeks	TIME
Johnny Mathis Sings the Music of Bert Kaempfert	MISC
November 1969	TIME
Carl Linnaeus the Younger	PER
20 January 1741	TIME
1 November 1783	TIME
Linnaeus	PER
Carl Linnaeus	PER
University of Uppsala	ORG
Pehr Löfling	PER
Daniel Solander	PER
Johan Peter Falk	PER
1763	TIME
22	NUM
Practical Medicine	ORG
Supplementum Plantarum	MISC
1781	TIME
James Edward Smith	PER
Linnean Society of London	ORG
Karlheinz Martin	PER
May 6 , 1886	TIME
January 13 , 1948	TIME
Frankfurt am Main	LOC
Ernst Toller	PER
Transfiguration	MISC
September 30, 1919	TIME
300	NUM
Fritz Kortner	PER
1920	TIME
Georg Kaiser	PER
From Morn to Midnight	MISC
Ernst Deutsch	PER
Bertolt Brecht	PER
The Threepenny Opera	MISC
The Soldier Tanaka	MISC
subaltern	MISC
Antonio Gramsci	PER
subaltern studies	MISC
Subaltern Studies Group	ORG
Indian Subcontinent	LOC
Marxist	MISC
South Asian	LOC
Eurocentric	LOC
Africa	LOC
Asia	LOC
Lestock Peach Wilson DesBrisay	PER
March 28 , 1820	TIME
December 10 , 1872	TIME
Province of New Brunswick	LOC
Charlottetown	LOC
Prince Edward Island	LOC
Lucy Wright	PER
Theophilus DesBrisay	PER
1824	TIME
Chatham	LOC
Lestock P. W. DesBrisay	PER
Richibucto	LOC
October 14, 1841	TIME
Diana Gay Smith	PER
Rufus Smith	PER
Westmorland County	LOC
Kent County	LOC
1857	TIME
1865	TIME
Anglican Church Cemetery	LOC
Jakarta International Film Festival	MISC
JIFFEST	MISC
Indonesia	LOC
December	TIME
Jakarta	LOC
Indonesian	LOC
Wahyu Aditya	MISC
World Champion International Young Creative Entrepreneur of the Year	MISC
Tumpal Tampubolon	MISC
Asian Young Filmmakers Fellow Korea	MISC
Salman Aristo	MISC
Ayat-Ayat Cinta	MISC
Laskar Pelangi	MISC
Garuda di Dadaku	MISC
Yuli Andari Merdekaningtyas	PER
Suster Apung	MISC
Eagle Awards Metro TV	MISC
Albert Ogden " Scoop " Vorse Jr.	PER
August 9 , 1914	TIME
October 27 , 1979	TIME
United States Navy	ORG
Pacific	LOC
Battle of the Coral Sea	MISC
Guadalcanal Campaign	MISC
Butch O'Hare	PER
Jimmy Thach	PER
VF-80	ORG
Air Group 80	ORG
Peter Arnoldus Petersen	PER
21 March 1851	TIME
12 August 1916	TIME
Christiania	LOC
Johan Gottfried Schmidt	PER
Frederikke Døderlein	PER
1852	TIME
Peter J. K. Petersen	PER
1821	TIME
1896	TIME
Sigvart Petersen	PER
Peter Petersen & Co	ORG
Austro - Hungarian Empire	LOC
Nydalens Compagnie	ORG
1883	TIME
Hopetoun Blunder	MISC
Federation of the British colonies in Australia	ORG
1 January 1901	TIME
Parliament of Australia	ORG
Westminster system	MISC
House of Representatives	ORG
1 January	TIME
John Hope	PER
Hopetoun	LOC
Linlithgow	LOC
15 December 1900	TIME
Colonial Office	ORG
19 December	TIME
Canadian Confederation	ORG
William Lyne	PER
September 1899	TIME
George Reid	PER
New South Wales Legislative Assembly	ORG
Edmund Barton	PER
Alfred Deakin	PER
Gospel of John	MISC
Jesus	PER
Johannine	MISC
Book of Revelation	MISC
C. K. Barrett	PER
Raymond E. Brown	PER
Johannine Community	ORG
early Church	ORG
John	PER
Judaism	ORG
Christianity	ORG
Bicycle Thieves	MISC
The Bicycle Thief	MISC
Vittorio De Sica	PER
Cesare Zavattini	PER
Luigi Bartolini	PER
Lamberto Maggiorani	PER
Enzo Staiola	PER
Academy Honorary Award	MISC
four years	TIME
Sight & Sound	MISC
fifty years	TIME
British Film Institute	ORG
London Symphony Chorus	ORG
150	NUM
London Symphony Orchestra	ORG
Barbican Centre	LOC
Avery Fisher Hall	LOC
David J. Zuckerman	PER
August 28, 1962	TIME
Family Guy	MISC
Wilfred	MISC
Danville	LOC
University of California	ORG
The Fresh Prince of Bel - Air	MISC
Fox	ORG
King of the Hill	MISC
Seth MacFarlane	PER
American Dad !	MISC
FX	MISC
Stantec Tower	LOC
Ice District	LOC
Edmonton	LOC
JW	ORG
Marriott Edmonton Ice District & Residences	ORG
2019	TIME
Toronto	LOC
454	NUM
Stantec	ORG
Rogers Place	LOC
NHL	ORG
Edmonton Oilers	ORG
Barksdale Global Power Museum	LOC
Eighth Air Force Museum	LOC
Barksdale Air Force Base	LOC
Bossier City	LOC
Louisiana	LOC
the 2nd Bomb Wing	ORG
Air Force	ORG
Air Force Art	MISC
United States military aviation	ORG
Barksdale AFB	LOC
the 8th Air Force	ORG
Bossier Gate	LOC
9:30 AM	TIME
4:00 PM	TIME
Thanksgiving	MISC
New Year's Day	MISC
SNGN Romgaz SA	ORG
Romania	LOC
Eastern Europe	LOC
40 %	NUM
Government of Romania	ORG
70.01%	NUM
Fondul Proprietatea	ORG
14.99%	NUM
15%	NUM
Târgu Mureș	LOC
Mediaș	LOC
Ploieşti	LOC
Mediaş	LOC
Bratislava	LOC
Slovakia	LOC
Khirbet Khizeh	MISC
Israeli	LOC
S. Yizhar	PER
1949	TIME
Khirbet Hiz'ah	LOC
Arab	LOC
Israeli war of independence	MISC
Nakba	MISC
1964	TIME
Channel 1	MISC
Ram Loevy	PER
Rebecca Mann Pennell	PER
Rebecca Mann Dean	PER
1890	TIME
Horace Mann	PER
Antioch College	ORG
Yellow Springs	LOC
Yearning for Your Love	MISC
The Gap Band	ORG
Mercury Records	ORG
The Gap Band III	MISC
Hot Soul Singles	MISC
Gap Band	ORG
Oliver Scott	PER
Ronnie Wilson	PER
Charlie Wilson	PER
Brome - Missisquoi	LOC
Montérégie	LOC
Bromont	LOC
Cowansville	LOC
Frelighsburg	LOC
Sutton	LOC
Saint-Armand	LOC
Farnham	LOC
Brome	LOC
Missisquoi	LOC
Shefford	LOC
Austin	LOC
Bolton-Est	LOC
Bonsecours	LOC
Eastman	LOC
Lawrenceville	LOC
Potton	LOC
Sainte-Anne-de-la-Rochelle	LOC
Saint-Benoît-du-Lac	LOC
Saint-Étienne-de-Bolton	LOC
Stukely-Sud	LOC
Orford	LOC
Warden	LOC
Waterloo	LOC
Dexillus muelleri	MISC
Soleidae	MISC
Dexillus	MISC
Pacific Oceans	LOC
221 mm	NUM
Malay Archipelago	LOC
Tonga	LOC
Fiji	LOC
American Samoa	LOC
Brachirus macrolepis	MISC
Synaptura megalepidoura	MISC
Brachirus	MISC
Florida Suncoast Dome	LOC
St. Petersburg	LOC
Rays	ORG
December 2008	TIME
December 2017	TIME
St. Petersburg Bowl	MISC
Tampa Bay Lightning	ORG
Tampa	LOC
Tropicana Products	ORG
Bradenton	LOC
30-year	TIME
Gary Hall	PER
Jamaica	LOC
Juilliard	ORG
Simon Estes	PER
USA Network	ORG
Wendi Mercury	PER
One Life to Live	MISC
Daron Hagen	PER
Vera of Las Vegas	MISC
Off - Broadway	MISC
Opera for Dummies	MISC
The Boston Phoenix	MISC
GLAAD Media Award	MISC
America 's Got Talent	MISC
Cherry Grove	LOC
Small Business Administration	ORG
3 Cs	MISC
Recovery Act	MISC
Small Business Jobs Act	MISC
90 percent	NUM
23 percent	NUM
8(a )	MISC
HUBZone	MISC
900	NUM
Small Business Development Centers	ORG
110	NUM
Women's Business Centers	ORG
SCORE	ORG
350	NUM
1 million	NUM
Obama	PER
January 2012	TIME
Cabinet	ORG
Clinton	PER
Constitution of the Philippines	MISC
Filipino	MISC
Republic of the Philippines	LOC
Constitutional Commission	ORG
October 12, 1986	TIME
February 2, 1987	TIME
Three	NUM
Commonwealth Constitution	MISC
Constitution	MISC
Freedom Constitution	MISC
1899	TIME
Malolos Constitution	MISC
Kyle Hills	LOC
Ross Island	LOC
Antarctica	LOC
Mount Terror	LOC
Cape Crozier	LOC
Mount McIntosh	LOC
Advisory Committee on Antarctic Names	ORG
Philip R. Kyle	PER
New Mexico Institute of Mining and Technology	ORG
Socorro	LOC
28	NUM
New Zealand Antarctic Research Program	MISC
76	TIME
National Science Foundation	ORG
23	NUM
United States Antarctic Program	MISC
Mount Erebus	LOC
Mount Erebus Volcano Observatory	ORG
Anna-Lisa Björling	PER
March 15 , 1910	TIME
November 24 , 2006	TIME
Jussi Björling	PER
Royal Swedish Academy of Music	ORG
Royal Swedish Opera	LOC
late 1960s	TIME
1930s	TIME
96	NUM
George A. Romero 's Land of the Dead	MISC
George A. Romero	PER
Living Dead	MISC
Night of the Living Dead	MISC
Dawn of the Dead	MISC
Day of the Dead	MISC
Diary of the Dead	MISC
Survival of the Dead	MISC
$ 15–19   million	NUM
$ 46   million	NUM
the Throat	MISC
Nicholas II Sanudo	PER
1374	TIME
Gridia	LOC
Andros	LOC
Archipelago	LOC
Florence Sanudo	PER
Nicholas	PER
Guglielmazzo Sanudo	PER
Florence	LOC
Giovanni dalle Carceri	PER
1358	TIME
Vignoso	PER
Chios	LOC
Nerio I Acciajuoli	PER
Athens	LOC
Republic of Venice	LOC
Crete	LOC
1364	TIME
Nicholas Spezzabanda	PER
Maria	PER
Elisabetta Sanudo	PER
The Emergency Powers Act	MISC
Dáil Éireann	PER
2 September 1939	TIME
Emergency Powers Act 1939	MISC
Oireachtas	ORG
Emergency	MISC
2 September 1946	TIME
1 September 1976	TIME
1946	TIME
Related	ORG
New York City	LOC
Chicago	LOC
Las Vegas	LOC
Abu Dhabi	LOC
São Paulo	LOC
3,000	NUM
8,000	NUM
$ 4 billion	NUM
Taft Hartley	PER
Time Warner Center	LOC
CityPlace	LOC
West Palm Beach	LOC
Hudson Yards Redevelopment Project	MISC
Manhattan	LOC
Chelsea	LOC
Hell 's Kitchen	MISC
Emily Murphy	PER
14 March 186827 October 1933	TIME
The Famous Five	ORG
Henrietta Muir Edwards	PER
Nellie McClung	PER
Louise McKinney	PER
Irene Parlby	PER
1927	TIME
Persons Case	MISC
Senate	ORG
Supreme Court of Canada	ORG
Judicial Committee	ORG
British Privy Council	ORG
Sexual Sterilization Act of Alberta	MISC
Canadians	LOC
The Black Candle	MISC
Damgaard	PER
1 March 1981	TIME
Tillskärarakademin	LOC
Gothenburg	LOC
Philip Treacy	PER
four and a half years	TIME
Lars Wallin	PER
Madeleine	PER
Estelle	PER
Sugar rush	MISC
May 2013	TIME
The Art of Sweden	MISC
Elle	MISC
Sommar i P1	MISC
Isaac Charles Parker	PER
October 15 , 1838	TIME
November 17 , 1896	TIME
United States District Court for the Western District of Arkansas	ORG
21 years	TIME
American Old West	LOC
13,490	NUM
8,500	NUM
160	NUM
79	NUM
the 1890s	TIME
September 1896	TIME
Bright 's disease	MISC
Fort Smith	LOC
Johannes de Sacrobosco	PER
1195	TIME
1256	TIME
University of Paris	ORG
Tractatus de Sphaera	MISC
Julian calendar	MISC
three centuries	TIME
Gregorian calendar	MISC
1236	TIME
1244	TIME
Sumerian	ORG
Sud	PER
Lady of the Wind	MISC
Assyrian	ORG
Enlil	PER
Haia	PER
Ninshebargunnu	PER
Akkadian	ORG
Anu	PER
Sumerian Ki	PER
Nammu	PER
Dilmun	LOC
Nanna	PER
Ereshkigal	PER
Nergal	PER
Ninazu	PER
Enbilulu	PER
Ninurta	PER
Asag	PER
Sharur	PER
Adapa	LOC
Lady Wind	MISC
Lil - itu	PER
Hebrew Lilith	PER
Movimiento Revolucionario Túpac Katari de Liberación	ORG
Bolivia	LOC
Jenaro Flores Santos	PER
Tupaj Katari Revolutionary Movement	ORG
2.11 per cent	NUM
Cárdenas	PER
Walter Reynaga Vásquez	PER
National Congress	ORG
FULKA	ORG
1.6 per cent	NUM
Revolutionary Nationalist Movement	ORG
Revolutionary Left Movement	ORG
The Medallion	MISC
Hong Kong	LOC
Gordon Chan	PER
Jackie Chan	PER
Lee Evans	PER
Claire Forlani	PER
Julian Sands	PER
Rush Hour	MISC
Shanghai Noon	MISC
Shanghai Knights	MISC
TriStar Pictures	ORG
Eddie	PER
Interpol	ORG
Snakehead	PER
$ 34,268,701	NUM
$ 41   million	NUM
Jean	PER
1505	TIME
Lamballe	LOC
1564	TIME
René de Brosse	PER
Jeanne de Commines	PER
Philippe de Commines	PER
Battle of Pavia	MISC
Penthièvre	LOC
1533	TIME
Anne de Pisseleu d'Heilly	PER
Francis I	PER
Étampes	LOC
Diane de Poitiers	PER
Brittany	LOC
1543	TIME
Henry II	PER
Weymouth Township School District	LOC
Weymouth Township	LOC
Atlantic County	LOC
2014 - 15 school year	TIME
284	NUM
17.7	NUM
16.0:1	NUM
District Factor Group	ORG
Buena Regional High School	ORG
Buena Regional School District	LOC
Buena	LOC
Buena Vista Township	LOC
Estell Manor	LOC
153	NUM
25.0	NUM
6.1:1	NUM
Rocket Post	MISC
Stephen Whittaker	PER
Ulrich Thomsen	PER
Shauna Macdonald	PER
Kevin McKidd	PER
Patrick Malahide	PER
Scottish	LOC
Gerhard Zucker	PER
Scotland	LOC
Scarp	LOC
Taransay	LOC
Nigel Clarke	PER
Michael Csanyi - Wills	PER
Royal Philharmonic Orchestra	ORG
Hypsipyla	MISC
Moore	PER
1886	TIME
Madagascar	LOC
30   mm	NUM
Meliaceae	MISC
Toona	MISC
Chukrasia	MISC
Swietenia	MISC
Khaya	MISC
Xylocarpus	MISC
Haneke	PER
23 March 1942	TIME
Funny Games	MISC
Caché	MISC
The White Ribbon	MISC
Amour	MISC
Film Academy Vienna	ORG
Cannes Film Festival	MISC
Palme d'Or	MISC
Golden Globe Awards	MISC
Golden Globe Award for Best Foreign Language Film	MISC
Academy Award	MISC
Best Picture	MISC
Best Director	MISC
Best Original Screenplay	MISC
Best Actress in a Leading Role	MISC
Emmanuelle Riva	PER
Best Foreign Language Film	MISC
Asturias Award	MISC
Trágala	MISC
Rafael del Riego	PER
Cabezas de San Juan	LOC
Trienio Liberal	TIME
1820	TIME
Ferdinand VII	PER
Constitution of Cadiz	MISC
Holy Alliance	ORG
Hundred Thousand Sons	ORG
Saint Louis	LOC
Angoulême	PER
Ominous Decade	TIME
Ça Ira	MISC
Second Republic	LOC
Spanish Civil War	MISC
La Pitita	MISC
Senieji Trakai Castle	LOC
Trakai	LOC
Lithuania	LOC
Gediminas	PER
Kernavė	LOC
1321	TIME
Kęstutis	PER
Birutė	PER
Vytautas	PER
1350	TIME
Teutonic Order	ORG
1391	TIME
Benedictian	ORG
1405	TIME
the 15th century	TIME
15th century	TIME
KYB	ORG
85%	NUM
34	NUM
21	NUM
Addison	LOC
IL	LOC
North American	LOC
Gęsicka	PER
13 December 1951	TIME
10 April 2010	TIME
Polish	LOC
Regional Development	ORG
Marcinkiewicz	PER
Jarosław Kaczyński	PER
Law and Justice parliamentary caucus	ORG
Warsaw University's Institute of Sociology	ORG
Polish Sociological Society and the Association Internationale des Sociologues de Langue Francaise	ORG
Tupolev	MISC
Tu-154	MISC
36th Special Aviation Regiment	ORG
Lech Kaczyński	PER
Smolensk	LOC
Pechersk	LOC
25 April	TIME
Smolensk Cemetery Headquarters Military Cemetery	LOC
Commander 's Cross of the Order of Polonia Restituta	MISC
Poison Arrow	MISC
ABC	ORG
The Lexicon of Love	MISC
5 February 1982	TIME
7 "	NUM
12 "	NUM
Jazz Remix	MISC
Theme from Mantrap	MISC
The Look of Love	MISC
Mantrap ( The Lounge Sequence )	MISC
Tears Are Not Enough	MISC
Send in Stewie , Please	MISC
March 18, 2018	TIME
25 minutes	TIME
Gary Janetti	PER
Joe Vaux	PER
Stewie Griffin	PER
Ian McKellen	PER
Griffin	PER
Brian	PER
God of War	MISC
Chris Elder	PER
New Zealand	LOC
Russian Federation	LOC
Wellington	LOC
Asian	LOC
Asia-Pacific region	LOC
Ministry of Foreign Affairs and Trade	ORG
Michael Green	PER
1792	TIME
Robert Ayson	PER
Centre for Strategic Studies Discussion Paper , China 's Rise and New Zealand 's Interests : A Policy Primer for 2030	MISC
2030	TIME
Bare Island	LOC
City of Randwick	LOC
Botany Bay	LOC
New South Wales State Heritage Register	MISC
2 April 1999	TIME
nineteenth century	TIME
Peter Scratchley	PER
Gustave Morell	PER
James Barnet	PER
1881	TIME
1889	TIME
John McLeod	PER
NSW Department of Public Works	ORG
La Perouse	LOC
John Thornton Kirkland	PER
August 17 , 1770	TIME
April 26 , 1840	TIME
1828	TIME
Hasty Pudding	ORG
Kirkland House	LOC
Oliver Wendell Holmes	PER
Ralph Waldo Emerson	PER
George Ticknor	PER
New South Church	ORG
1794	TIME
American Academy of Arts and Sciences	ORG
American Antiquarian Society	ORG
Lament	MISC
Einstürzende Neubauten	ORG
7 November 2014	TIME
Diksmuide	LOC
World War I.	MISC
The Willy - Nicky Telegrams	MISC
Alexander Hacke	PER
Tsar Nicholas II	PER
Blixa Bargeld	PER
Kaiser Wilhelm	PER
James Reese Europe	PER
369th Infantry Regiment	ORG
Harlem Hellfighters	ORG
Field Marshals' Hall of the Winter Palace	LOC
Imperial Russia	LOC
Generalissimo	LOC
Joseph Stalin	PER
Winter Palace	LOC
Tsar Nicholas I	PER
1833	TIME
Auguste de Montferrand	PER
17 December 1837	TIME
thirty hours	TIME
Vasily Stasov	PER
State Hermitage Museum	LOC
The Best of the Art of Noise	MISC
The Art of Noise	ORG
China Records	ORG
November 1988	TIME
LP	MISC
7	NUM
Kiss	MISC
Yebo	MISC
Instruments of Darkness	MISC
Robinson Crusoe	MISC
ZTT Records	ORG
Beatbox	MISC
Moments in Love	MISC
Close	MISC
Holland	LOC
Péter Olajos	PER
18 April 1968	TIME
Budapest	LOC
European Parliament	ORG
MEP	ORG
Hungarian Democratic Forum	ORG
European People's Party	ORG
European Parliament 's Committee on the Environment , Public Health and Food Safety	ORG
Orban Government	ORG
Green Economy Development and Climate Policy	MISC
Cancun	LOC
UNFCCC COP-16	MISC
Hungarian Climate Team	ORG
Hungarian EU Presidency	ORG
Committee on the Internal Market and Consumer Protection	ORG
EU - Uzbekistan Parliamentary Cooperation Committees	ORG
Kazakhstan	LOC
Kyrgyzstan	LOC
Tajikistan	LOC
Turkmenistan	LOC
Mongolia	LOC
EU - Romania Joint Parliamentary Committee	ORG
Government	ORG
Climate Policy	MISC
Clean Energy and Energy Efficiency	MISC
Building Retrofitting Programs	MISC
Raymond Clinton Cole	PER
August 21 , 1870	TIME
February 8 , 1957	TIME
Ralph Dayton Cole	PER
Biglick Township	LOC
Findlay	LOC
Findlay College	ORG
nine years	TIME
Ohio Northern University	ORG
1901	TIME
Ohio National Guard	ORG
Sixty - eighth Congresses	ORG
March 4 , 1919	TIME
March 3 , 1925	TIME
Committee on Elections	ORG
1924	TIME
Sixty - ninth Congress	ORG
February 8, 1957	TIME
Bright Cemetery	LOC
Breadfruit	MISC
Moraceae	MISC
South Pacific	LOC
Oceania	LOC
Polynesian	LOC
Caribbean	LOC
18th century	TIME
90	NUM
South	LOC
Southeast Asia	LOC
Pacific Ocean	LOC
Central America	LOC
New Guinea	LOC
Indo - Malayan Archipelago	LOC
Micronesia	LOC
South America	LOC
Conrad Indianapolis	LOC
Indianapolis	LOC
Indiana	LOC
243	NUM
Conrad Hotels	ORG
Hilton Hotels & Resorts	ORG
Conde Nast Traveler	ORG
Expedia Insiders’	MISC
Conrad	LOC
On the Knocking at the Gate in Macbeth	MISC
Shakespearean	MISC
Thomas De Quincey	PER
October 1823	TIME
The London Magazine	MISC
Macbeth	PER
The Tragedy of Macbeth	MISC
Duncan	PER
Lady Macbeth	PER
Macduff	PER
Lennox	PER
Porter	PER
Shakespeare	PER
Horace Ainsworth Eaton	PER
Coleridge	PER
Hazlitt	PER
On Murder Considered as one of the Fine Arts	MISC
Christian Kramer	PER
Master of the King 's Musick	MISC
1829	TIME
George IV	PER
William IV	PER
Hannover	LOC
Romantic	MISC
Peter Winter	PER
Dwight 's Journal of Music	MISC
John Dwight	PER
Dictionary of Musical Information	MISC
1876	TIME
Bismarck	LOC
North Dakota	LOC
Burleigh County	LOC
Fargo	LOC
72,865	NUM
132,142	NUM
European	LOC
Americans	LOC
Missouri River	LOC
Dakota Territory	LOC
Union	ORG
Mandan	LOC
Native American	ORG
Bismarck - Mandan Metropolitan Statistical Area	LOC
North Dakota State Capitol	LOC
4,000	NUM
South Dakota	LOC
Pnau	MISC
PNAU	ORG
Nick Littlemore	PER
Peter Mayes	PER
Sam	PER
Sambanova	MISC
Elton John	PER
Soft Universe	MISC
Good Morning to the Night	MISC
Empire of the Sun	ORG
Chameleon	MISC
Changa	MISC
Mazinaw Rock	LOC
Addington Highlands	LOC
Kaladar	LOC
Mazinaw Lake	LOC
Bon Echo Provincial Park	LOC
Great Lakes	LOC
Bon Echo	LOC
260	NUM
Algonkian	MISC
Walt Whitman	PER
Flora MacDonald Denison	PER
the 1910s	TIME
Heatherly	PER
Disney	ORG
Club Penguin	ORG
Lane Merrifield	PER
Coins For Change	MISC
September 7, 2016	TIME
NBCUniversal	ORG
Minions	MISC
Despicable Me	MISC
NBC	ORG
Alfred	PER
Bristol	LOC
Hartford County	LOC
Connecticut	LOC
Hartford	LOC
120 miles	NUM
100 miles	NUM
60,477	NUM
ESPN	ORG
Lake Compounce	LOC
1846	TIME
the 19th century	TIME
American Clock & Watch Museum	LOC
American Silver Company	ORG
1851	TIME
Mum City	LOC
Bristol Mum Festival	MISC
Money	MISC
Best Places to Live	MISC
Hartford Magazine	MISC
Greater Hartford	LOC
Best Bang for the Buck	MISC
James Drewry Stewart	PER
March 29	TIME
McMaster University	ORG
Stanford University	ORG
University of Toronto	ORG
University of London	ORG
Calculus : Early Transcendentals	MISC
Hamilton Philharmonic Orchestra	ORG
Machine + Soul	MISC
Gary Numan	PER
