name	type
Dylan Jones	PER
Paps O'Maoileoain	PER
9 Songs	MISC
Brixton Academy	ORG
Yellowtail Dam	LOC
Bighorn River	LOC
Montana	LOC
mid-1960s	TIME
Bighorn Lake	LOC
U.S. Bureau of Reclamation	ORG
Crow Nation	ORG
Native Americans	ORG
Crow Indian Reservation	LOC
Wyoming	LOC
six years	TIME
R Adams Cowley	PER
July 25 , 1917	TIME
October 27 , 1991	TIME
Father of Trauma Medicine	MISC
University of Maryland	ORG
US Army	ORG
$ 100,000	NUM
Golden Hour	MISC
60 minutes	TIME
Society of Thoracic Surgeons	ORG
EMS	MISC
MIEMSS	ORG
Executive Order	MISC
Maryland	LOC
Mandel	PER
National Study Center for Trauma and EMS	ORG
Congress	ORG
Ronald Reagan	PER
Dwight D. Eisenhower	PER
Girls Trip	MISC
Regina Hall	PER
Queen Latifah	PER
Tiffany Haddish	PER
Jada Pinkett Smith	PER
Malcolm D. Lee	PER
Kenya Barris	PER
Tracy Oliver	PER
Erica Rivinoja	PER
New Orleans	LOC
Essence Music Festival	MISC
American Black Film Festival	MISC
June 14, 2017	TIME
Universal Pictures	ORG
July 21, 2017	TIME
Time	MISC
$140 million	NUM
$ 100 million	NUM
Traveling Wilburys Collection	MISC
Traveling Wilburys	ORG
11 June 2007	TIME
Rhino	ORG
Wilburys	MISC
Jeff Lynne	PER
Harrison	PER
Dhani	PER
Britain	LOC
Jack D. Schwager	PER
January 26, 1992	TIME
HarperCollins	ORG
Market Wizards	MISC
Saddam Hussein	PER
Kuwait	LOC
42	NUM
Climate change in Germany	MISC
Angela Merkel	PER
CDU	ORG
1 %	NUM
COP23	MISC
Bonn	LOC
லீ சியன் லூங்	PER
10 February 1952	TIME
Singaporean	LOC
People's Action Party	ORG
Goh Chok Tong	PER
15 January 2016	TIME
Singapore 's 13th Parliament	MISC
Lee Kuan Yew	PER
Trinity College	ORG
Cambridge University	ORG
Harvard	ORG
Kennedy School of Government	ORG
Singapore Armed Forces	ORG
Trade and Industry	ORG
Finance and Deputy	ORG
Anna "Ans" Dresden-Polak	PER
24 November 1906	TIME
23 July 1943	TIME
1928 Summer Olympics	MISC
Stella Blits-Agsteribbe	PER
Lea Kloot-Nordheim	PER
Sobibor	LOC
Judikje Themans-Simons	PER
Gerrit Kleerekoper	PER
Sobibor extermination camp	LOC
Westerbork concentration camp	LOC
Sobibór	LOC
Eva	PER
Barend Dresden	PER
Jewish Sports Hall of Fame	MISC
Erich Klossowski	PER
19 December 1875	TIME
23 January 1949	TIME
Pierre Klossowski	PER
Balthus	PER
Ragnit	LOC
Rola	PER
Prussian	LOC
Honoré Daumier	PER
Munich	LOC
1908	TIME
Baladine Klossowska	PER
Rainer Maria Rilke	PER
Sanary - sur - Mer	LOC
Old Dominion Lady Monarchs	ORG
Old Dominion University	ORG
Norfolk	LOC
Virginia	LOC
NCAA Division I	ORG
Conference USA	ORG
AIAW	ORG
Immaculata	ORG
Delta State	ORG
West Chester State	ORG
Wayland Baptist	ORG
Stephen F. Austin	PER
Nancy Lieberman	PER
Anne Donovan	PER
UCLA	ORG
NCAA	ORG
Super Mario World	MISC
Nintendo	ORG
Super Nintendo Entertainment System	MISC
Mario	MISC
Toadstool	PER
Dinosaur Land	LOC
Bowser	PER
Koopalings	PER
Super Mario games	MISC
Luigi	PER
Yoshi	PER
Koopa Troopas	MISC
Nintendo Entertainment Analysis & Development	ORG
Takashi Tezuka	PER
Shigeru Miyamoto	PER
Nintendo Entertainment System	MISC
20 million	NUM
Yoshi 's Island	MISC
August	TIME
October 1995	TIME
Super Mario All - Stars + Super Mario World	MISC
Game Boy Advance	MISC
Virtual Console	MISC
Wii U	MISC
New Nintendo 3DS	MISC
Super NES Classic Edition	MISC
Small Business Administration	ORG
3 Cs	MISC
Recovery Act	MISC
Small Business Jobs Act	MISC
90 percent	NUM
23 percent	NUM
8(a )	MISC
HUBZone	MISC
900	NUM
Small Business Development Centers	ORG
110	NUM
Women's Business Centers	ORG
SCORE	ORG
350	NUM
1 million	NUM
Obama	PER
January 2012	TIME
Cabinet	ORG
Clinton	PER
Quaudiophiliac	MISC
QuAUDIOPHILIAc	MISC
Frank Zappa	PER
DVD - Audio	MISC
Barking Pumpkin Records	ORG
Over - Nite Sensation	MISC
Apostrophe	MISC
DiscReet Records	MISC
Dweezil Zappa	PER
1970	TIME
Chunga Basement	MISC
Chunga 's Revenge	MISC
Royce Hall	MISC
Abnuceals Emuukha Electric Orchestra	ORG
Orchestral Favorites	MISC
Lumpy Gravy	MISC
Pass It On	MISC
The Coral	ORG
Magic and Medicine	MISC
CD	MISC
DVD	MISC
2	NUM
3-minute	TIME
You Like Me Too Much	MISC
Scrubs	MISC
My Turf War	MISC
Ken Loach	PER
Looking for Eric	MISC
Anna-Lisa Björling	PER
March 15 , 1910	TIME
November 24 , 2006	TIME
Jussi Björling	PER
Royal Swedish Academy of Music	ORG
Royal Swedish Opera	LOC
late 1960s	TIME
Ballblazer	MISC
Lucasfilm Games	ORG
Atari 8-bit	MISC
Atari 5200	MISC
Apple II	MISC
ZX Spectrum	MISC
Amstrad CPC	MISC
Commodore 64	MISC
MSX	MISC
Atari 7800	MISC
Nintendo Famicom	MISC
Ballblaster	MISC
David Levine	PER
LucasArts	ORG
Rainbow Arts	ORG
Masterblazer	MISC
Amiga	MISC
Atari ST	MISC
MS-DOS	MISC
March 31, 1997	TIME
Ballblazer Champions	MISC
Sony PlayStation	MISC
Shoghaken Folk Ensemble	ORG
Yerevan	LOC
Armenia	LOC
Théâtre de la Ville	LOC
Estonia	LOC
United Arab Emirates	LOC
eighteen	NUM
2002 Folklife Festival	MISC
Yo Yo Ma	PER
Ararat	MISC
Shoghaken Ensemble : Music From Armenia	MISC
Hasmik Harutyunyan	PER
Aleksan Harutyunyan	PER
Jean	PER
1505	TIME
Lamballe	LOC
1564	TIME
René de Brosse	PER
Jeanne de Commines	PER
Philippe de Commines	PER
Battle of Pavia	MISC
Penthièvre	LOC
1533	TIME
Anne de Pisseleu d'Heilly	PER
Francis I	PER
Étampes	LOC
Diane de Poitiers	PER
1543	TIME
Henry II	PER
Penny Sue Pritzker	PER
May 2, 1959	TIME
Barack Obama	PER
Commerce	ORG
97–1	NUM
Jay Pritzker	PER
PSP Capital Partners	ORG
Pritzker Realty Group	ORG
Artemis Real Estate Partners	ORG
October 2015	TIME
$2.4 billion	NUM
Chicago Board of Education	ORG
Museum of Contemporary Art	ORG
Pritzker Traubert Family Foundation	ORG
John Olav Egeland	PER
2 November 1951	TIME
Oslo	LOC
Erik Egeland	PER
John Oscar Egeland	PER
Orientering	ORG
Universitas	MISC
University of Oslo	ORG
Dagbladet	ORG
Narvesen Prize	MISC
Bærum	LOC
Budstikka	MISC
Frogner	LOC
David Livingstone	PER
Sky Sports	ORG
Scottish Television	ORG
BSkyB	ORG
Sky	ORG
Premier League	ORG
PGA Tour	ORG
Livingstone	ORG
eight	NUM
2018 Ryder Cup	MISC
Butch Harmon	PER
Nick Dougherty	PER
Sky Sports Golf	MISC
23 years	TIME
Machine + Soul	MISC
Gary Numan	PER
Metal Rhythm	MISC
Outland	MISC
IRS Records	ORG
IRS	ORG
Sacrifice	MISC
Security Council	ORG
UN	ORG
UN Charter	MISC
People's Republic of China	LOC
Maximato	ORG
Mexico	LOC
1928	TIME
Plutarco Elías Calles	PER
six - year	TIME
Alvaro Obregón	PER
July 1928	TIME
Partido Nacional Revolucionario	ORG
Emilio Portes Gil	PER
1 December 1928	TIME
4 February 1930	TIME
Pascual Ortiz Rubio	PER
September 1932	TIME
Abelardo L. Rodríguez	PER
Lázaro Cárdenas	PER
1936	TIME
Mexican	LOC
Abraham Lincoln Bicentennial Foundation	ORG
Abraham Lincoln Bicentennial Commission	ORG
April 30, 2010	TIME
five - year	TIME
Johnny Mathis Sings the Music of Bacharach & Kaempfert	MISC
Johnny Mathis	PER
Columbia Records	ORG
Burt Bacharach	PER
Bert Kaempfert	PER
Strangers in the Night	MISC
Johnny Mathis Sings	MISC
12 months	TIME
Lady	MISC
Jack Jones	PER
The Lady Smiles	MISC
Matt Monro	PER
Billboard magazine	MISC
January 23 , 1971	TIME
seven weeks	TIME
Johnny Mathis Sings the Music of Bert Kaempfert	MISC
November 1969	TIME
Simon Davies	PER
Privacy International	ORG
July 2008	TIME
Stranton landmark Viacom	ORG
Viacom	ORG
Google & YouTube	ORG
YouTube	ORG
80/20 Thinking Limited	ORG
June 2015	TIME
Ivy League public policy schools	ORG
Ivy League	ORG
Bachelor of Arts	MISC
Master of Public Policy	MISC
MPA	MISC
Master of International Affairs	MISC
Doctor of Philosophy	MISC
Princeton University	ORG
1930	TIME
School of Public and International Affairs	ORG
Woodrow Wilson	PER
Graduate School of Public Administration	ORG
Jackson Institute for Global Affairs	ORG
Oxford University	ORG
Blavatnik School of Government	ORG
Public Policy	MISC
Blavatnik School	ORG
Millionaire's Row	LOC
George Town	LOC
Penang	LOC
Malaysia	LOC
Gurney Drive	LOC
Farquhar Street	LOC
1990s	TIME
Central Business District	LOC
North Beach	LOC
Francis Light	PER
Old Protestant Cemetery	LOC
Europeans	ORG
Doctor in the House	MISC
Ralph Thomas	PER
Betty Box	PER
Nicholas Phipps	PER
Richard Gordon	PER
Ronald Wilkinson	PER
Great Britain	LOC
Dirk Bogarde	PER
the 1950s	TIME
Kenneth More	PER
Donald Sinden	PER
Donald Houston	PER
James Robertson Justice	PER
Lancelot Spratt	PER
Pauline Bonaparte	PER
20 October 1780	TIME
9 June 1825	TIME
Guastalla	LOC
Sulmona	LOC
Rossano	LOC
Letizia Ramolino	PER
Carlo Buonaparte	PER
Corsica	LOC
Louis XVI of France	PER
Napoleon	PER
Charles Leclerc	PER
1802	TIME
Camillo Borghese	PER
Prince of Sulmona	PER
Dermide Leclerc	PER
Bonaparte	PER
Elba	LOC
Spilornis cheela	MISC
East Asia	LOC
S. holospila	MISC
S. elgini	MISC
S. klossi	MISC
Crested serpent eagle	MISC
Circaetus snake - eagles	MISC
subfamily Circaetinae	MISC
Badulla	LOC
Uva Province	LOC
Sri Lanka	LOC
2,861   km²	NUM
837,000	NUM
Monaragala	LOC
Rathnapura	LOC
Ampara	LOC
Kandy	LOC
Nuwara Eliya	LOC
Matale	LOC
Hangzhou	LOC
Mandarin	MISC
Zhejiang Province	LOC
East China	LOC
Hangzhou Bay	LOC
Ningbo	LOC
Grand Canal	LOC
West Lake	LOC
UNESCO World Heritage Site	LOC
21.102 million	NUM
9,018,000	NUM
September 2015	TIME
2022 Asian Games	MISC
Asian Games	MISC
Guangzhou	LOC
Alibaba	ORG
eleventh G-20 summit	MISC
Fu River	LOC
Jiangxi province	LOC
Fuzhou	LOC
Wuyi Mountains	LOC
Nanchang	LOC
Poyang Lake	LOC
Gan River	LOC
Yangtze	LOC
The Logical Song	MISC
Supertramp	ORG
Breakfast in America	MISC
6	NUM
US Billboard chart	MISC
Paul McCartney	PER
Roger Hodgson	PER
Classics Live	MISC
Breakfast	MISC
America World Tour	MISC
Unearthed	MISC
Johnny Cash	PER
Rick Rubin	PER
RIAA	ORG
Cash	PER
Rock	MISC
The Resurrection of Johnny Cash : Hurt , Redemption , and American Recordings	MISC
Brome - Missisquoi	LOC
Montérégie	LOC
Bromont	LOC
Cowansville	LOC
Frelighsburg	LOC
Sutton	LOC
Saint-Armand	LOC
Farnham	LOC
Brome	LOC
Missisquoi	LOC
Shefford	LOC
Austin	LOC
Bolton-Est	LOC
Bonsecours	LOC
Eastman	LOC
Lawrenceville	LOC
Potton	LOC
Sainte-Anne-de-la-Rochelle	LOC
Saint-Benoît-du-Lac	LOC
Saint-Étienne-de-Bolton	LOC
Stukely-Sud	LOC
Orford	LOC
Warden	LOC
Waterloo	LOC
Carl Linnaeus the Younger	PER
20 January 1741	TIME
1 November 1783	TIME
Linnaeus	PER
Carl Linnaeus	PER
University of Uppsala	ORG
Pehr Löfling	PER
Daniel Solander	PER
Johan Peter Falk	PER
1763	TIME
22	NUM
Practical Medicine	ORG
Supplementum Plantarum	MISC
1781	TIME
James Edward Smith	PER
Linnean Society of London	ORG
Zhangping – Quanzhou – Xiaocuo railway	LOC
Zhangquanxiao railway	LOC
Fujian Province	LOC
Zhangping	LOC
Quanzhou	LOC
Xiaocuo Harbor	LOC
Port of Quanzhou	LOC
Xiaochuo Harbor	LOC
Quanzhou East	LOC
December 9, 2014	TIME
Xiamen	LOC
1.2   km	NUM
Bolshaya Neva	LOC
Vasilievsky Island	LOC
Spit	LOC
Palace Bridge	LOC
Blagoveshchensky Bridge	LOC
1805	TIME
the 1850s	TIME
1850s	TIME
Petrine Baroque	LOC
early 18th century	TIME
Kunstkamera	LOC
Twelve Collegia	LOC
Menshikov Palace	LOC
Academy of Arts	ORG
Isaakiyevsky Pontone Bridge	LOC
1819	TIME
1841	TIME
Senate Square	LOC
Saint Petersburg State University	ORG
Russian Academy of Sciences	ORG
Peter the Great Museum of Anthropology	ORG
Zoological Museum	LOC
1887	TIME
Hypsipyla	MISC
Moore	PER
1886	TIME
Madagascar	LOC
30   mm	NUM
Meliaceae	MISC
Toona	MISC
Chukrasia	MISC
Swietenia	MISC
Khaya	MISC
Xylocarpus	MISC
Conrad Indianapolis	LOC
Indianapolis	LOC
Indiana	LOC
243	NUM
Conrad Hotels	ORG
Hilton Hotels & Resorts	ORG
Conde Nast Traveler	ORG
Expedia Insiders’	MISC
Conrad	LOC
Luke Schenn	PER
November 2, 1989	TIME
Anaheim Ducks	ORG
National Hockey League	ORG
Schenn	PER
Kelowna Rockets	ORG
Western Hockey League	ORG
League	ORG
Second All - Star Team	MISC
2008 NHL Entry Draft	MISC
Toronto Maple Leafs	ORG
09	TIME
Maple Leafs	ORG
2011–12	TIME
All-Rookie Team	ORG
2008 World Junior Ice Hockey Championships	MISC
2009 World Ice Hockey Championships	MISC
Luke 's Troops	ORG
Brayden	PER
St. Louis Blues	ORG
Bastille Day military parade	MISC
14 July	TIME
1880	TIME
Champs-Élysées	LOC
l'Arc de Triomphe	LOC
Place de la Concorde	LOC
Marseille	LOC
Toulon	LOC
Brest	LOC
Belfort	LOC
Pershing	ORG
Beatrice	LOC
Nebraska	LOC
Midwestern	LOC
Parsons College	ORG
Fairfield	LOC
1950s	TIME
Parsons Plan	MISC
Millard Roberts	PER
Vietnam War	MISC
Southeast Community College	ORG
Dow v Black	MISC
Legislatures	ORG
91	NUM
Constitution Act	MISC
1867	TIME
Judicial Committee of the Privy Council	ORG
Supreme Court of New Brunswick	ORG
St. Stephen	LOC
New Brunswick	LOC
8-mile	NUM
Debec	LOC
Houlton	LOC
Maine	LOC
92(2 )	NUM
91(29 )	NUM
92(10 )	NUM
Order of Karađorđe 's Star	MISC
Serb	LOC
Kingdom of Serbia	LOC
Balkan Wars	MISC
Kingdom of Yugoslavia	LOC
Yugoslavia	LOC
Axis	ORG
Josip Broz Tito	PER
Order of the People's Hero	MISC
Serbian Government	ORG
Cold War	MISC
Karađorđević	PER
Novak Djokovic	PER
February 2012	TIME
Eric Reed Boucher	PER
June 17, 1958	TIME
Dead Kennedys	ORG
Alternative Tentacles	ORG
East Bay Ray	PER
California Supreme Court	ORG
$ 200,000	NUM
Green Party	ORG
2000 United States Presidential Election	MISC
Ralph Nader	PER
Yippies	ORG
Zlatni Rat	LOC
Golden Cape	LOC
Golden Horn	LOC
Chakavian dialect	MISC
Bol	LOC
Croatian	LOC
Brač	LOC
Dalmatia	LOC
Hvar Channel	LOC
Adriatic Sea	LOC
Hvar	LOC
Mediterranean	LOC
ToothPick.com	ORG
NHS	ORG
Beta	MISC
November 2012	TIME
Sandeep Senghera	PER
Jozef Wallis	PER
ToothPick	ORG
Henry Schein	PER
Passion Capital	ORG
Pradeep Menon	ORG
Paul Edwards	PER
Satish Jayakumar	PER
Michael Stephanblome	PER
WhatClinic	ORG
November 9, 2015	TIME
Bože pravde	MISC
Constitution of Serbia	MISC
Principality of Serbia	LOC
Kingdom of Serbs	LOC
Croats	LOC
Slovenes	LOC
Parliament of Serbia	ORG
August 17, 2004	TIME
November 8, 2006	TIME
May 11, 2009	TIME
Davorin Jenko	PER
Jovan Đorđević	PER
Marko kazuje na kome je carstvo	MISC
Marko	PER
City of Thuringowa	LOC
North Queensland	LOC
Townsville	LOC
Thuringowa Central	LOC
Thuringowa	LOC
Thuringia	LOC
John von Stieglitz	PER
1 January 1986	TIME
City of Townsville	LOC
Queensland Government	ORG
Thuringowa City Council	ORG
Townsville City Council	ORG
New Townsville City	LOC
15 March 2008	TIME
Me Musical Nephews	MISC
1942	TIME
Seymour Kneitel	PER
Tom Johnson	PER
George Germanetti	PER
Popeye	PER
Pipeye	PER
Poopeye	PER
Pupeye	PER
Peepeye	PER
Jack Mercer	PER
Riot in Rhythm	MISC
Sammy Timberg	PER
Winston Sharples	PER
Swee'Pea	PER
Jakarta International Film Festival	MISC
JIFFEST	MISC
Indonesia	LOC
December	TIME
Indonesian	LOC
Wahyu Aditya	MISC
World Champion International Young Creative Entrepreneur of the Year	MISC
Tumpal Tampubolon	MISC
Asian Young Filmmakers Fellow Korea	MISC
Salman Aristo	MISC
Ayat-Ayat Cinta	MISC
Laskar Pelangi	MISC
Garuda di Dadaku	MISC
Yuli Andari Merdekaningtyas	PER
Suster Apung	MISC
Eagle Awards Metro TV	MISC
Gabrielle Colonna-Romano	PER
1888	TIME
Comédie - Française	ORG
Sarah Bernhardt	PER
Symbolist	MISC
Saint - Pol - Roux	MISC
Pierre Renoir	PER
Auguste Renoir	PER
Jeune femme à la rose	MISC
Marie Bell	PER
Conservatoire	ORG
Alfred Edwards	PER
Pierre Alcover	PER
Alcover	PER
Rueil-Malmaison cemetery	LOC
Mükemmel	MISC
Hande Yener	PER
June 2, 2014	TIME
Poll Production	ORG
Ask Kadin Ruhundan Anlamiyor	MISC
Apayri	MISC
Nasil Delirdim	MISC
iTunes	MISC
Karar Ver	MISC
Naber	MISC
Kaybol	MISC
Alt Dudak	MISC
R&B	MISC
Hide & Seek	MISC
Tohoshinki	ORG
Tree	MISC
Something	MISC
Avex Trax	ORG
Bigeast Board	MISC
Team Batista 4	MISC
Oricon Singles Chart	MISC
Billboard Japan Hot 100	MISC
RIAJ	ORG
100,000	NUM
Forgotten Freshness	MISC
Insane Clown Posse	ORG
Detroit	LOC
Forgotten Freshness Volumes 1 & 2	MISC
Ghetto Zone	MISC
Life At Risk	MISC
Ask You Somethin	MISC
Southwest Strangla	MISC
3 Ring	MISC
12	TIME
Riddle Box	MISC
Stealing Cinderella	MISC
Wicks	PER
September 2007	TIME
Starting Now	MISC
George Teren	PER
Rivers Rutherford	PER
fifty - two	NUM
Billboard	ORG
Billboard Hot Country Songs	MISC
Grand Ole Opry	MISC
University of Tennessee	ORG
Phillip Fulmer	PER
Courtney	PER
James Manuel Costa	PER
April 13, 1952	TIME
California State Assembly	ORG
State Senate	ORG
California State Legislature	ORG
26	NUM
Latino	ORG
Fresno	LOC
Blue Dog Coalition	ORG
United States House Agriculture Subcommittee on Rural Development , Research , Biotechnology , and Foreign Agriculture	ORG
The Franklin – Nashville Campaign	MISC
Hood 's Tennessee Campaign	MISC
Western Theater	LOC
September 18	TIME
December 27 , 1864	TIME
Alabama	LOC
northwestern Georgia	LOC
Confederate Army	ORG
John Bell Hood	PER
Atlanta	LOC
William T. Sherman	PER
Hood	PER
March to the Sea	MISC
Union forces	ORG
George H. Thomas	PER
Union force	ORG
John Schofield	PER
Thomas	PER
Battle of Spring Hill	MISC
November 29	TIME
Battle of Franklin	MISC
December 15–16	TIME
Battle of Nashville	MISC
Tupelo	LOC
Mississippi	LOC
Army of Tennessee	ORG
High Commissioner from New Zealand to Fiji	MISC
Republic of the Fiji Islands	LOC
High Commission	ORG
Suva	LOC
Head of Mission	ORG
Nauru	LOC
Tuvalu	LOC
Commonwealth of Nations	ORG
Heads of State	MISC
High Commissioners	MISC
Dexillus muelleri	MISC
Soleidae	MISC
Dexillus	MISC
Pacific Oceans	LOC
221 mm	NUM
Malay Archipelago	LOC
Tonga	LOC
Fiji	LOC
American Samoa	LOC
Brachirus macrolepis	MISC
Synaptura megalepidoura	MISC
Brachirus	MISC
Strathcona - Westmin Provincial Park	LOC
33   km²	NUM
Vancouver Island	LOC
Buttle Lake	LOC
Strathcona Provincial Park	LOC
Myra Falls Operations	ORG
NVI Mining Ltd.	ORG
Breakwater Resources Limited	ORG
1965	TIME
Senieji Trakai Castle	LOC
Trakai	LOC
Lithuania	LOC
Gediminas	PER
Kernavė	LOC
1321	TIME
Kęstutis	PER
Birutė	PER
Vytautas	PER
1350	TIME
Teutonic Order	ORG
1391	TIME
Benedictian	ORG
1405	TIME
15th century	TIME
The Best of the Art of Noise	MISC
The Art of Noise	ORG
China Records	ORG
November 1988	TIME
LP	MISC
7	NUM
Kiss	MISC
Yebo	MISC
Instruments of Darkness	MISC
Robinson Crusoe	MISC
ZTT Records	ORG
Beatbox	MISC
Moments in Love	MISC
Close	MISC
Holland	LOC
Lee Ahyoomi	PER
August 25, 1984	TIME
Sugar	ORG
Fort Pitt Tunnel	LOC
Interstate 376	LOC
U.S. Route 22	LOC
US 30	LOC
US 19 Truck	MISC
Downtown Pittsburgh	LOC
West End	LOC
the U.S.	LOC
Mount Washington	LOC
Fort Pitt Bridge	LOC
Southwestern Pennsylvania	LOC
The New York Times	MISC
KDKA-TV	ORG
Stephen Chbosky	PER
The Perks of Being a Wallflower	MISC
Liberty Tunnels	LOC
Squirrel Hill Tunnel	LOC
Wabash Tunnel	LOC
Mount Washington Transit Tunnel	LOC
Patrick Martin	PER
May 23, 1983	TIME
Impact Wrestling	MISC
one half	NUM
The Motor City Machine Guns	MISC
Chris Sabin	PER
Ring of Honor	MISC
Zero1-Max	PER
New Japan Pro - Wrestling	ORG
three - time	NUM
IWGP Junior Heavyweight Tag Team Champion	MISC
The High Crusade	ORG
Petey Williams	PER
Queenscliff	LOC
Warrnambool line	LOC
South Geelong	LOC
21 May 1879	TIME
1881	TIME
Victorian Heritage Register	MISC
Swan Island	LOC
3 foot	NUM
Victorian Railways	ORG
6 November 1976	TIME
Bellarine Peninsula Railway	ORG
May 1979	TIME
Lakers Siding	LOC
Drysdale	LOC
Warnambool	LOC
Bellarine Rail Trail	LOC
Kina Konova	PER
Sevlievo	LOC
September 1872-	TIME
Sofia	LOC
2 May 1952	TIME
Kina Moutafova	PER
Bulgarian	LOC
Society of Friends	ORG
Women's Branch	ORG
Nadejda	ORG
Bulgarian Women's Union	ORG
Vela Blagoeva	PER
Ekaterina Karavelova	PER
Anna Karima	PER
Julia Malinova	PER
27	NUM
1878	TIME
the 1890s	TIME
Zhenski glas	MISC
Give ' Em the Boot	MISC
Hellcat Records	ORG
July 29, 1997	TIME
Punk - O - Rama	MISC
Unsound	MISC
Epitaph Records	ORG
Roots Radicals	MISC
... And Out Come the Wolves	MISC
Rancid	ORG
Tim Armstrong	PER
Smilacaceae	MISC
Liliaceae	MISC
thirty years	TIME
55 millions years	TIME
Early Paleogene	TIME
Paleocene	TIME
Eocene	TIME
Liliales	MISC
Hemnes	LOC
Nordland county	LOC
Helgeland	LOC
Korgen	LOC
Bjerka	LOC
Bleikvasslia	LOC
Hemnesberget	LOC
Sund	LOC
Ranfjorden	LOC
Nordland Line	LOC
E6 highway	LOC
Mo i Rana	LOC
Korgfjell Tunnel	LOC
Vefsn	LOC
422	NUM
4,524	NUM
0.3%	NUM
Belgrade	LOC
seventeen	NUM
Six	NUM
Belgrade City Proper	LOC
mesna zajednica	LOC
Belgraders	LOC
Palilula	LOC
Hadžipopovac	LOC
Profesorska Kolonija	LOC
Čukarica	LOC
Banovo Brdo	LOC
Čukarička Padina	LOC
Englezovac	LOC
Savinac	LOC
Vračar	LOC
Jevremovac	LOC
Stari Grad	LOC
Selo Rakovica	LOC
Voždovac	LOC
Rakovica	LOC
Bežanija	LOC
Bežanijski Blokovi	LOC
Alfredo Toro Hardy	PER
Caracas	LOC
May 22 , 1950	TIME
Venezuelan	LOC
Venezuela	LOC
Brasilia	LOC
Parag Khanna	PER
Kishore Mahbubani	PER
12 %	NUM
West	LOC
88%	NUM
Robert Harvey	PER
Toro Hardy	PER
Geoffrey Hawthorn	PER
Stephen Burpee Appleby	PER
December 10 , 1903	TIME
Florenceville	LOC
Harriet Elizabeth Estey	PER
1869	TIME
Woodstock	LOC
House of Commons of Canada	ORG
Liberal Party	ORG
1873	TIME
Carleton	LOC
Charles Connell	PER
1874	TIME
George Heber Connell	PER
Weymouth Township School District	LOC
Weymouth Township	LOC
Atlantic County	LOC
New Jersey	LOC
2014 - 15 school year	TIME
284	NUM
17.7	NUM
FTE	MISC
16.0:1	NUM
New Jersey Department of Education	ORG
District Factor Group	ORG
Buena Regional High School	ORG
Buena Regional School District	LOC
Buena	LOC
Buena Vista Township	LOC
Estell Manor	LOC
153	NUM
25.0	NUM
6.1:1	NUM
Royal Victorian Order	MISC
Commonwealth	ORG
Royal Household	ORG
23 April 1896	TIME
Great Seal of the Realm	MISC
Knight Grand Cross	MISC
Knight Commander	MISC
Commander	MISC
LVO	MISC
Member ( fifth class )	MISC
MVO	MISC
Dames	MISC
Dame Grand Cross	MISC
Dame Commander	MISC
Sir	MISC
Caniapiscau River	LOC
Koksoak River	LOC
Nunavik	LOC
Cree	ORG
Lac Sevestre	LOC
Fermont	LOC
Canadian Shield	LOC
Rivière aux Mélèzes	LOC
Kanniq Confluence	LOC
La Grande	LOC
45 %	NUM
La Grande River	LOC
James Bay	LOC
Caniapiscau Reservoir	LOC
Lake Caniapiscau	LOC
9,600	NUM
September 1984	TIME
Chute du Calcaire	LOC
1,5 %	NUM
1,5	NUM
George River	LOC
James Bay region	LOC
Trans-Taiga Road	LOC
Bicycle Thieves	MISC
The Bicycle Thief	MISC
Vittorio De Sica	PER
Cesare Zavattini	PER
Luigi Bartolini	PER
Lamberto Maggiorani	PER
Enzo Staiola	PER
Academy Honorary Award	MISC
four years	TIME
fifty years	TIME
British Film Institute	ORG
Aleksandr Solomonovich Khakhanov	PER
Aleksandre Khakhanashvili	PER
January 3 , 1864	TIME
May 25 , 1912	TIME
Georgian	LOC
Gori	LOC
Georgia	LOC
Tbilisi Gymnasium	ORG
Moscow University	ORG
Lazarev Institute of Oriental Languages	ORG
Очерки по истории грузинской словесности	MISC
1895	TIME
1907	TIME
Histoire de Géorgie	MISC
Moscow Imperial Archeological Society	ORG
Georgian Historic and Ethnographic Society	ORG
We Lost the Road	MISC
Bee Gees	ORG
Barry Gibb	PER
Robin Gibb	PER
To Whom It May Concern	MISC
Trafalgar	MISC
January 28 , 1971	TIME
Barry	PER
Robin	PER
Facit catalog	MISC
Scandinavia	LOC
1947	TIME
Denmark	LOC
Faroes	LOC
Iceland	LOC
Greenland	LOC
Åland	LOC
Danish West Indies	LOC
FACIT 2007 Special	MISC
FACIT Postal VII	MISC
FACIT Sverige 2005	MISC
FACIT Special Classic	MISC
Facit Förlag AB	ORG
Västerås	LOC
Anna Jordan Huff	PER
Space Ballerinas	ORG
Olympia	LOC
All Your Faded Things	MISC
Justin Trosper	PER
This Is an Exercise	MISC
Kill Rock Stars	ORG
Beth Ditto	PER
Mirah	PER
Ithaca	LOC
The Microphones	ORG
Cloud Eye Control	ORG
Day/Moon	ORG
Police Beat	MISC
This World Made Itself	MISC
Myth and Infrastructure	MISC
Dreaming of Lucid Living	MISC
Miwa Matreyek	PER
Maureen Selwood	PER
Liberation of Bulgaria	MISC
Provisional Russian Administration	ORG
Chairman of the City Administrative Council	ORG
City Administrative Council	ORG
Tsar	PER
Internal Affairs	ORG
Chairman of the Executive Committee	ORG
Executive Committee	ORG
People 's Council	ORG
Bulgarian Communist Party	ORG
7th Grand National Assembly	MISC
Aleksandar Karakachanov	PER
Aleksandar Yanchulev	PER
13 October 1991	TIME
